"";"Numer.......................................wpisu";"Imiê.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesi¹c.wniosku";"data";"Czas.rozpatrzenia";"lon";"lat"
"18307";1583;"";"";"Hallera Józefa Gen. Aleja 107 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-06-05";"18079/14";"3239/14";"2014-07-17";2014;6;"2014-06-01";31;16,9933062;51,0906342
"18308";1584;"";"";"Chobieñska 8 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2014-06-02";"17515/14";"3240/14";"2014-07-17";2014;6;"2014-06-01";34;16,8411383;51,1740532
"18309";1585;"";"";"Jerzmanowska 2 ";"bud.biurowe";"przebudowa budynku biurowego";"przebudowa";"2014-07-08";"21877/14";"3241/14";"2014-07-17";2014;7;"2014-07-01";8;16,912669;51,1252413
"18310";1586;"";"";"Opalowa  ";"ruroci¹gi gazu sieci rozdzielczej";"budowa sieci gazowej";"nowe";"2014-05-22";"16343/14";"3242/14";"2014-07-17";2014;5;"2014-05-01";41;17,0194826;51,0480163
"18311";1587;"";"";"Odrzañska  15  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2014-06-11";"18834/14";"3243/14";"2014-07-17";2014;6;"2014-06-01";27;17,031622;51,112621
"18312";1588;"";"";"Stab³owicka  95 ";"bud.szkó³ i instytucji badawczych";"przebudowa budynku";"przebudowa";"2014-07-14";"22496/14";"3245/14";"2014-07-17";2014;7;"2014-07-01";4;16,898065;51,1644249
"18313";1589;"";"";"Powstañców Warszawy Plac 1 ";"bud.biurowe";"przebudowa schodów wejœciowych do budynku dolnoœl¹skiego urzedu wojewodzkiego";"przebudowa";"2014-05-13";"15303/14";"3246/14";"2014-07-17";2014;5;"2014-05-01";48;17,049633;51,109974
"18314";1590;"";"";"Dubois Stanis³awa 16A 26";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2014-06-11";"18787/14";"3247/14";"2014-07-17";2014;6;"2014-06-01";27;17,0308024;51,1173894
"18315";1591;"";"";"Wschowska 4 ";"bud.mieszkalne jednorodzinne";"przebudowa dachu budynku jednorodzinnego";"rozbudowa";"2014-06-04";"17775/14";"3248/14";"2014-07-17";2014;6;"2014-06-01";32;16,879929;51,143474
"18316";1592;"";"";"Rozbrat 5";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2014-06-11";"18841/14";"3251/14";"2014-07-17";2014;6;"2014-06-01";27;17,053325;51,118137
"18317";1593;"";"";"Wiêckowskiego Stanis³awa 6";"bud.o trzech i wiêcej mieszkaniach";"odmowa";"przebudowa";"2014-05-08";"14704/14";"3253/14";"2014-07-17";2014;5;"2014-05-01";51;17,0542334;51,0989319
"18318";1594;"";"";"Czajkowskiego Piotra  ";"ruroci¹gi gazu sieci rozdzielczej";"przebudowa sieci gazowej";"przebudowa";"2014-05-28";"16977/14";"3266/14";"2014-07-18";2014;5;"2014-05-01";38;17,0590854;51,1412377
"18319";1595;"";"";"Kosynierów Gdyñskich  50";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2014-06-16";"19258/14";"3267/14";"2014-07-18";2014;6;"2014-06-01";25;17,101709;51,111005
"18320";1596;"";"";"Zwyciêska1 4CE  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa pomieszczeñ biurowych/lok. ""a""/ na lokal gastronomiczny w budynku wielorodzinnym mieszkalno-us³ugowym";"przebudowa";"2014-06-26";"20406/14";"3271/14";"2014-07-18";2014;6;"2014-06-01";17;17,0385376;51,1078852
"18321";1597;"";"";"Grawerska  13 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2014-05-21";"16302/14";"3275/14";"2014-07-18";2014;5;"2014-05-01";43;17,0157557;51,1756775
"18322";1598;"";"";"Rac³awicka  55 ";"bud.mieszkalne jednorodzinne";"odmowa";"nowe";"2014-05-14";"15323/14";"3276/14";"2014-07-18";2014;5;"2014-05-01";48;17,000974;51,082018
"18323";1599;"";"";"Henryka Pobo¿nego  23  ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2014-06-23";"19862/14";"3277/14";"2014-07-18";2014;6;"2014-06-01";20;17,037017;51,120774
"18324";1600;"";"";"Czeska 7 ";"bud.mieszkalne jednorodzinne";"remont i przebudowa budynku jednorodzinnego";"rozbudowa";"2014-04-01";"10388/14";"3282/14";"2014-07-21";2014;4;"2014-04-01";80;17,0234417;51,1342524
"18325";1601;"";"";"Bierutowska  ";"";"budowa noœnika informacyjnego wolnostoj¹cego";"noœnik reklamowy";"2014-04-22";"12689/14";"3283/14";"2014-07-21";2014;4;"2014-04-01";65;17,1367024;51,1540364
"18326";1602;"";"";"Szczêœliwa  18 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej i c.o. w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2014-06-20";"19804/14";"3290/14";"2014-07-21";2014;6;"2014-06-01";22;17,009821;51,098529
"18327";1603;"";"";"Pomorska  12 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji budynku wielorodzinnego";"remont";"2014-06-17";"19411/14";"3291/14";"2014-07-21";2014;6;"2014-06-01";25;17,0307393;51,1183774
"18328";1604;"";"";"Powstañców Œl¹skich  ";"bud.biurowe";"przebudowa lokalu us³ugowego";"przebudowa";"2014-06-27";"20596/14";"3292/14";"2014-07-21";2014;6;"2014-06-01";17;17,0159984;51,0893211
"18329";1605;"";"";"Rydygiera Ludwika  23  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2014-06-18";"19605/14";"3293/14";"2014-07-21";2014;6;"2014-06-01";24;17,033251;51,1191757
"18330";1606;"";"";"Miko³aja Œw.  47-48 ";"linie telekomunikacyjne dalek.zasiêgu";"monta¿ urz¹dzen stacji bazowej telefonii komórkowej ptk centertel pwr wroclaw na dachu budynku hotelu";"nowe";"2014-07-02";"21059/14";"3294/14";"2014-07-21";2014;7;"2014-07-01";14;17,0243288;51,1112556
"18331";1607;"";"";"Buforowa  42 ";"bud.mieszkalne jednorodzinne";"odmowa";"nowe";"2014-05-15";"15639/14";"3296/14";"2014-07-22";2014;5;"2014-05-01";49;17,0563459;51,061265
"18332";1608;"";"";"Solny Plac 2/3 ";"bud.biurowe";"umorzenie";"przebudowa";"2014-05-08";"14653/14";"3297/14";"2014-07-22";2014;5;"2014-05-01";54;17,0295364;51,1098771
"18333";1609;"";"";"G³ogowczyka Jana 5 ";"bud.mieszkalne jednorodzinne";"umorzenie";"rozbudowa";"2014-03-17";"8326/14";"3298/14";"2014-07-22";2014;3;"2014-03-01";92;17,0764745;51,1218152
"18334";1610;"";"";"Noskowskiego Zygmunta 27A ";"bud.mieszkalne jednorodzinne";"rozbudowa domu jednorodzinnego o gara¿ i ogród zimowy";"rozbudowa";"2014-05-21";"16317/14";"3299/14";"2014-07-22";2014;5;"2014-05-01";45;17,0895861;51,1215463
"18335";1611;"";"";"¯migrodzka 247 ";"bud.szpitali i zak³.opieki medycznej";"budowa budynku u¿ytecznoœci publicznej-wroc³awskie centrum rehabilitacji i medycyny sportowej";"nowe";"2014-05-07";"14603/14";"3316/14";"2014-07-23";2014;5;"2014-05-01";56;17,0286319;51,15992
"18336";1612;"";"";"Balzaka Honoriusza  46  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2014-06-16";"19262/14";"3320/14";"2014-07-23";2014;6;"2014-06-01";28;16,956663;51,077485
"18337";1613;"";"";"Piêkna  48  ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-06-25";"20165/14";"3321/14";"2014-07-23";2014;6;"2014-06-01";21;17,0546699;51,0851089
"18338";1614;"";"";"£aciarska  34 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa i remont pomieszczeñ w budynku wielorodzinnym";"przebudowa";"2014-05-27";"16892/14";"3322/14";"2014-07-23";2014;5;"2014-05-01";42;17,037156;51,112364
"18339";1615;"";"";"Kwiska  28 ";"bud.mieszkalne jednorodzinne";"nadbudowa i przebudowa budynku mieszkalnego jednorodzinnego w zabudowie wolno stoj¹cej";"rozbudowa";"2014-05-13";"15224/14";"3323/14";"2014-07-23";2014;5;"2014-05-01";52;16,9826419;51,1222439
"18340";1616;"";"";"Powstañców Œl¹skich  95 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokali";"przebudowa";"2014-07-17";"23125/14";"3324/14";"2014-07-23";2014;7;"2014-07-01";5;17,0198484;51,0939798
"18341";1617;"";"";"Balzaka Honoriusza  46 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2014-06-16";"19261/14";"3325/14";"2014-07-23";2014;6;"2014-06-01";28;16,956663;51,077485
"18342";1618;"";"";"PrzyjaŸni  ";"bud.o trzech i wiêcej mieszkaniach";"budowa schodów";"przebudowa";"2014-06-26";"20321/14";"3326/14";"2014-07-23";2014;6;"2014-06-01";20;16,9964144;51,0670921
"18343";1619;"";"";"Balzaka Honoriusza  46 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2014-06-16";"19264/14";"3327/14";"2014-07-23";2014;6;"2014-06-01";28;16,956663;51,077485
"18344";1620;"";"";"Balzaka Honoriusza  46  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2014-06-16";"19263/14";"3329/14";"2014-07-23";2014;6;"2014-06-01";28;16,956663;51,077485
"18345";1621;"";"";"Babiego Lata  ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku wielorodzinnego z lokalami us³ugowymi w parterze";"nowe";"2014-04-17";"12670/14";"3333/14";"2014-07-23";2014;4;"2014-04-01";70;16,9961807;51,070075
"18346";1622;"";"";"O³awska 9 ";"bud.biurowe";"odmowa";"przebudowa";"2014-05-19";"16047/14";"3335/14";"2014-07-23";2014;5;"2014-05-01";48;17,0345829;51,108515
"18347";1623;"";"";"Koœciañska  ";"bud.o dwóch mieszkaniach";"budowa dwóch budynkow mieszkalnych jednorodzinnych w zabudowie bli¿niaczej";"nowe";"2014-06-23";"19959/14";"3336/14";"2014-07-23";2014;6;"2014-06-01";23;16,883311;51,1430507
"18348";1624;"";"";"Piastów Aleja 14A ";"bud.mieszkalne jednorodzinne";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-07-17";"23164/14";"3342/14";"2014-07-24";2014;7;"2014-07-01";6;16,966442;51,0763989
"18349";1625;"";"";"Bacciarellego Marcelego 4 ";"bud.mieszkalne jednorodzinne";"przebudowa czêœci parteru budynku mieszkalnego jednorodzinnego z zak³adem us³ugowym na gabinet kosmetyczny";"przebudowa";"2014-06-24";"20009/14";"3343/14";"2014-07-24";2014;6;"2014-06-01";23;17,1107097;51,1059556
"18350";1626;"";"";"  ";"bud.mieszkalne jednorodzinne";"umorzenie";"nowe";"2014-05-30";"17340/14";"3344/14";"2014-07-24";2014;5;"2014-05-01";40;17,0385376;51,1078852
"18351";1627;"";"";"Kie³czowska  74 ";"zbiorniki,silosy i bud.magazynowe";"przebudowa hali";"przebudowa";"2014-05-23";"16657/14";"3345/14";"2014-07-24";2014;5;"2014-05-01";45;17,1412791;51,1458492
"18352";1628;"";"";"Saperów  14 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa strychu nieu¿ytkowego na trzy mieszkania w budynku wielorodzinnym";"rozbudowa";"2014-06-05";"18015/14";"3347/14";"2014-07-24";2014;6;"2014-06-01";36;17,001995;51,085546
"18353";1629;"";"";"Dubois Stanis³awa  37 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji budynku mieszkalnego wielorodzinnego";"remont";"2014-06-17";"19410/14";"3349/14";"2014-07-24";2014;6;"2014-06-01";28;17,0286473;51,1184334
"18354";1630;"";"";"Ostrowskiego Aleksandra  34 ";"bud.przemys³owe";"przebudowa czêœci hali nr 1 i magazynu nr 1 w budynku produkcyjno-biurowym i magazynowym";"przebudowa";"2014-06-30";"20709/14";"3356/14";"2014-07-24";2014;6;"2014-06-01";19;16,9713177;51,0952355
"18355";1631;"";"";"Bia³oskórnicza 5 ";"";"remont elewacji budynku wielorodzinnego";"";"2014-06-11";"18730/14";"3358/14";"2014-07-24";2014;6;"2014-06-01";32;17,0273929;51,1110617
"18356";1632;"";"";"Rydza-Œmig³ego Edwarda Marsza³ka  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego w zabudowie wolno stoj¹cej";"nowe";"2014-06-09";"18446/14";"3366/14";"2014-07-25";2014;6;"2014-06-01";35;17,0385376;51,1078852
"18357";1633;"";"";"Widawska  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej";"nowe";"2014-05-26";"16693/14";"3367/14";"2014-07-25";2014;5;"2014-05-01";45;17,1166413;51,1732668
"18358";1634;"";"";"Piastowska  26  ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"przebudowa";"2014-06-30";"20716/14";"3371/14";"2014-07-25";2014;6;"2014-06-01";20;17,060159;51,114463
"18359";1635;"";"";"Franciszkañski Plac 1-3 ";"bud.szkó³ i instytucji badawczych";"przebudowa konstrukcji sali gimnastycznej";"remont";"2014-07-23";"23712/14";"3378/14";"2014-07-25";2014;7;"2014-07-01";3;17,0302629;51,106863
"18360";1636;"";"";"Lawendowa  22 ";"bud.mieszkalne jednorodzinne";"wykonanie zewnêtrznej instalacji gazu do budynku mieszkalnego";"inst.wewnêtrzna";"2014-05-23";"16516/14";"3379/14";"2014-07-25";2014;5;"2014-05-01";46;16,895014;51,086318
"18361";1637;"";"";"Conrada-Korzeniowskiego Józefa Wyb.  18 ";"bud.szpitali i zak³.opieki medycznej";"rozbudowa budynku ""g'"" o windê zewn nr 1,rozbudowa budynku ""g"" i windê zewn. nr 2,budowa zadaszonego podjazdu";"rozbudowa";"2014-04-23";"13105/14";"3380/14";"2014-07-25";2014;4;"2014-04-01";68;17,0313187;51,1296621
"18362";1638;"";"";"Solny Plac 6-7 ";"bud.o trzech i wiêcej mieszkaniach";"remont i przebudowa lokalu handlowego";"przebudowa";"2014-07-11";"22457/14";"3381/14";"2014-07-25";2014;7;"2014-07-01";11;17,028755;51,1096708
"18363";1639;"";"";"Kupiecka  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2014-05-22";"16442/14";"3382/14";"2014-07-25";2014;5;"2014-05-01";47;16,9735002;51,0710041
"18364";1640;"";"";"Legnicka 62A ";"bud.handlowo-uslugowe";"przebudowa budynku handlowo-us³ugowego";"przebudowa";"2014-05-29";"17255/14";"3383/14";"2014-07-28";2014;5;"2014-05-01";43;16,989683;51,1219335
"18365";1641;"";"";"Lekcyjna  5C ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalnego wielorodzinnego";"nowe";"2014-05-23";"16643/14";"3384/14";"2014-07-28";2014;5;"2014-05-01";47;17,0728969;51,1494859
"18366";1642;"";"";"Piastowska  26  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2014-07-24";"23970/14";"3385/14";"2014-07-28";2014;7;"2014-07-01";3;17,060159;51,114463
"18367";1643;"";"";"Grybowska  20 ";"bud.mieszkalne jednorodzinne";"odmowa";"nowe";"2014-05-23";"16472/14";"3387/14";"2014-07-28";2014;5;"2014-05-01";47;16,885438;51,137169
"18368";1644;"";"";"Koœciuszki Tadeusza  34 ";"bud.biurowe";"monta¿ wewnêtrznej instalacji gazu dlabudynku biurowo-uslugowego";"inst.wewnêtrzna";"2014-05-22";"16358/14";"3392/14";"2014-07-28";2014;5;"2014-05-01";48;17,0338164;51,1026598
"18369";1645;"";"";"Miêdzyrzecka  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowych œredniego napiêcia wraz ze z³¹czem kablowym œr napiêcia,rozbiórka linii napowietrznej œr napiêcia";"nowe";"2014-05-27";"16912/14";"3394/14";"2014-07-28";2014;5;"2014-05-01";45;17,0803709;51,0950726
"18370";1646;"";"";"Powstañców Œl¹skich  95 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa czêœci drugiej kondygnacji budynku b1 w budynku biurowo-handlowo-mieszkalno-us³ugowym";"przebudowa";"2014-07-17";"23194/14";"3397/14";"2014-07-28";2014;7;"2014-07-01";8;17,0198484;51,0939798
"18371";1647;"";"";"Mydlana 2 ";"bud.biurowe";"przebudowa i rozbudowa budynku socjalno-biurowego/wb nr 1/";"przebudowa";"2014-05-22";"16434/14";"3398/14";"2014-07-28";2014;5;"2014-05-01";48;17,1142297;51,1207413
"18372";1648;"";"";"Piastów Aleja  96 ";"ulice i drogi pozosta³e";"budowa zjazdu z drogi publicznej wraz z podjazdem dla samochodów";"nowe";"2014-05-23";"16655/14";"3399/14";"2014-07-28";2014;5;"2014-05-01";47;16,9798249;51,0766069
"18373";1649;"";"";"Morawska  13 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego,rozbióka budynku gospodarczego";"nowe";"2014-05-27";"16933/14";"3400/14";"2014-07-28";2014;5;"2014-05-01";45;17,0217229;51,135951
"18374";1650;"";"";"Gêsia  24 ";"bud.szkó³ i instytucji badawczych";"przebudowa budynku mieszkalnego w zabudowie bli¿niaczej wraz z bud gospodarczym na przedszkole niepubliczne";"przebudowa";"2014-04-17";"12640/14";"3402/14";"2014-07-28";2014;4;"2014-04-01";73;17,085195;51,132453
"18375";1651;"";"";"  ";"bud.o dwóch mieszkaniach";"budowa zespo³u budynków mieszkalnych";"nowe";"2014-05-30";"17364/14";"3405/14";"2014-07-29";2014;5;"2014-05-01";43;17,0385376;51,1078852
"18376";1652;"";"";"Powstañców Œl¹skich 2-4 ";"bud.handlowo-uslugowe";"przebudowa biura sprzeda¿y w galerii handlowo-us³ugowej";"przebudowa";"2014-06-25";"20287/14";"3406/14";"2014-07-29";2014;6;"2014-06-01";25;17,028845;51,099323
"18377";1653;"";"";"Kampinoska  23 ";"bud.mieszkalne jednorodzinne";"rozbudowa i nadbudowa domu mieszkalnego jednorodzinnego z gara¿em i basenem";"rozbudowa";"2014-06-13";"19123/14";"3407/14";"2014-07-29";2014;6;"2014-06-01";33;17,0141399;51,079184
"18378";1654;"";"";"Hallera Józefa Gen. Aleja  ";"ruroci¹gi gazu sieci rozdzielczej";"budowa gazociagu œredniego ciœnienia";"nowe";"2014-03-26";"9607/14";"3408/14";"2014-07-29";2014;3;"2014-03-01";90;16,9956631;51,0900883
"18379";1655;"";"";"S³ubicka 11A ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji wraz z dociepleniem œcian wielorodzinnego budynku mieszkalnego";"remont";"2014-05-26";"16668/14";"3409/14";"2014-07-29";2014;5;"2014-05-01";47;17,001321;51,1180479
"18380";1656;"";"";"Krêpicka  ";"bud.handlowo-uslugowe";"budowa budynku us³ugowo-sklepu spo¿ywczego";"nowe";"2014-06-10";"18644/14";"3410/14";"2014-07-29";2014;6;"2014-06-01";36;16,8621106;51,1494092
"18381";1657;"";"";"Wagonowa  ";"linie elektroenergetyczne dalek.zasiêgu";"budowa kontenerowej stacji transformatorowej,linii kablowych œredniego i niskiego napiecia oraz linii technolog-sygnalizacyjnej";"nowe";"2014-05-16";"15772/14";"3411/14";"2014-07-29";2014;5;"2014-05-01";53;16,9887659;51,1123379
"18382";1658;"";"";"Ruska  37/38 ";"bud.biurowe";"przebudowa na cele biurowe";"przebudowa";"2014-06-26";"20374/14";"3412/14";"2014-07-29";2014;6;"2014-06-01";24;17,023667;51,1108
"18383";1659;"";"";"Zgody Plac 7  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym-wydzielenie dwóch lokali mieszkalnych";"przebudowa";"2014-06-26";"20451/14";"3413/14";"2014-07-29";2014;6;"2014-06-01";24;17,0526639;51,100114
"18384";1660;"";"";"Dubois Stanis³awa 3  ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnêtrznej instalacji gazowej i c.o. w lokalu handlowym w budynku mieszkalnym wielorodzinnym";"inst.wewnêtrzna";"2014-06-23";"19876/14";"3414/14";"2014-07-29";2014;6;"2014-06-01";27;17,0333671;51,1172082
"18385";1661;"";"";"Rynek  19 ";"bud.o trzech i wiêcej mieszkaniach";"remont i przebudowa dachu i elewacji pld i fragmentu elewacji p³n budynku mieszkalnego wielorodzinnego";"remont";"2014-05-22";"16427/14";"3416/14";"2014-07-29";2014;5;"2014-05-01";49;17,0314486;51,1092939
"18386";1662;"";"";"G³ówna  38 ";"bud.mieszkalne jednorodzinne";"umorzenie";"nowe";"2014-06-13";"19221/14";"3417/14";"2014-07-29";2014;6;"2014-06-01";33;16,9091593;51,1599934
"18387";1663;"";"";"G³ówna  38 ";"bud.mieszkalne jednorodzinne";"umorzenie";"nowe";"2014-06-13";"19222/14";"3422/14";"2014-07-29";2014;6;"2014-06-01";33;16,9091593;51,1599934
"18388";1664;"";"";"PrzyjaŸni  ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"nowe";"2014-05-07";"14552/14";"3424/14";"2014-07-29";2014;5;"2014-05-01";60;16,9964144;51,0670921
"18389";1665;"";"";"Lechitów  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej niskiego napiecia wraz ze z³¹czami kablowymi";"nowe";"2014-05-28";"17001/14";"3428/14";"2014-07-29";2014;5;"2014-05-01";45;17,1139909;51,1309793
"18390";1666;"";"";"Zwyciêska  ";"linie elektroener.i telekom.rozdzielcz.";"budowa odcinka linii kablowej œredniego napiecia oraz przebudowa linii kablowej œredniego napiêcia";"nowe";"2014-05-30";"17269/14";"3429/14";"2014-07-29";2014;5;"2014-05-01";43;17,0056571;51,0596505
"18391";1667;"";"";"Orla  ";"";"zagospodarowanie terenu z budow¹ postumentu pod pomnik wojciecha korfantego";"";"2014-07-01";"20911/14";"3433/14";"2014-07-29";2014;7;"2014-07-01";21;17,0052803;51,0812397
"18392";1668;"";"";"Fabryczna  10 ";"bud.biurowe";"przebudowa pomieszczeñ biurowych i magazynowych";"przebudowa";"2014-06-23";"19865/14";"3439/14";"2014-07-30";2014;6;"2014-06-01";28;16,9913515;51,1118866
"18393";1669;"";"";"Grunwaldzki Plac  16 ";"bud.o trzech i wiêcej mieszkaniach";"remont i docieplenie budynku mieszkalnego";"remont";"2014-06-16";"19235/14";"3440/14";"2014-07-30";2014;6;"2014-06-01";33;17,0576719;51,1112089
"18394";1670;"";"";"  ";"bud.o trzech i wiêcej mieszkaniach";"budowa zespo³u zabudowy mieszkaniowej wielorodzinnej/4 etap/ z miejscami parkingowymi";"nowe";"2014-07-09";"21966/14";"3441/14";"2014-07-30";2014;7;"2014-07-01";16;17,0385376;51,1078852
"18395";1671;"";"";"Sieroszowicka  ";"ruroci¹gi gazu sieci rozdzielczej";"budowa sieici gazowej œc w ulicy";"nowe";"2014-05-30";"17267/14";"3442/14";"2014-07-30";2014;5;"2014-05-01";44;16,885806;51,1860106
"18396";1672;"";"";"Grunwaldzki Plac 8 ";"bud.o trzech i wiêcej mieszkaniach";"remont i docieplenie budynku mieszkalnego wielorodzinnego";"remont";"2014-06-16";"19237/14";"3443/14";"2014-07-30";2014;6;"2014-06-01";33;17,0559431;51,1106995
"18397";1673;"";"";"Wyczó³kowskiego Leona 6 ";"bud.mieszkalne jednorodzinne";"montaz wewnêtrznej instalacji gazu w lokalu mieszkalnym w budynku dwurodzinnym";"inst.wewnêtrzna";"2014-07-01";"20920/14";"3444/14";"2014-07-30";2014;7;"2014-07-01";22;17,1093649;51,1002216
"18398";1674;"";"";"Paczkowska  46 ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej sn pomiedzy stacjami";"nowe";"2014-06-04";"17878/14";"3445/14";"2014-07-30";2014;6;"2014-06-01";41;17,0489876;51,0869065
