"";"Numer.......................................wpisu";"ImiÍ.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesiπc.wniosku";"data";"Czas.rozpatrzenia";"Lon";"Lat";"lon";"lat"
"2101";2101;"";"2009-09-09";"£owiecka 24";"";"przebudowa istniejπcego obiektu budowlanego-budowa ";"";"2009-09-07";"31510/09";"1735/09";"2009-09-09";2009;9;"2009-09-01";3;NA;NA;17,0272982;51,1250388
"2102";2102;"";"2009-09-09";"OkÛlna 12";"bud.mieszkalne jednorodzinne";"przy≥πcze gazowe";"przebudowa";"2009-08-20";"29440/09";"1736/09";"2009-09-09";2009;8;"2009-08-01";15;NA;NA;17,0668007;51,0989699
"2103";2103;"";"2009-09-09";"Øernicka 255";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2009-08-17";"28866/09";"1737/09";"2009-09-09";2009;8;"2009-08-01";18;NA;NA;16,91857;51,123653
"2104";2104;"";"2009-09-09";"Redycka 2,4";"rurociπgi gazu sieci rozdzielczej";"sieci gazowej niskiego ciúnienia z przy≥πczami dla budynkÛw";"nowe";"2009-08-18";"28956/09";"1738/09";"2009-09-09";2009;8;"2009-08-01";17;NA;NA;17,0752768;51,1489423
"2105";2105;"";"2009-09-09";"Henryka Probusa 6";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa poziomÛw instal.wodociag.";"przebudowa";"2009-08-20";"29311/09";"1739/09";"2009-09-09";2009;8;"2009-08-01";15;NA;NA;17,0368739;51,1188629
"2106";2106;"";"2009-09-10";"So≥tysowicka 50";"bud.o trzech i wiÍcej mieszkaniach";"budowa przyl.gazu dla budynku";"przy≥πcze";"2009-08-18";"28957/09";"1740/09";"2009-09-10";2009;8;"2009-08-01";18;NA;NA;17,075454;51,1493259
"2107";2107;"";"2009-09-10";"Purkyniego Jana Ewangelisty 11";"rurociπgi wodociπg.sieci";"przy≥πcze cieplne do budynku";"przebudowa";"2009-08-28";"30550/09";"1741/09";"2009-09-10";2009;8;"2009-08-01";10;NA;NA;17,0444247;51,1101398
"2108";2108;"";"2009-09-10";"PowstaÒcÛw ålπskich 2-4";"bud.kultury fizycznej";"przebudowa lokalu uslugowego wraz ze zmianπ sposobu ";"przebudowa";"2009-07-31";"26985/09";"1742/09";"2009-09-10";2009;7;"2009-07-01";30;NA;NA;17,028845;51,099323
"2109";2109;"";"2009-09-10";"Paczkowska 42";"bud.o trzech i wiÍcej mieszkaniach";"docieplenie oraz wykonanie kolorystyki budynku mieszkal.";"przebudowa";"2009-08-24";"29828/09";"1743/09";"2009-09-10";2009;8;"2009-08-01";14;NA;NA;17,048813;51,087128
"2110";2110;"";"2009-09-10";"Sierakowskiego Zygmunta 26/28";"bud.mieszkalne jednorodzinne";"bud.wew.instal.gaz.w mieszkaniu";"inst.wewnÍtrzna";"2009-07-29";"26596/09";"1744/09";"2009-09-10";2009;7;"2009-07-01";32;NA;NA;17,1055944;51,1086822
"2111";2111;"";"2009-09-10";"O≥taszyÒska 94-98";"bud.o trzech i wiÍcej mieszkaniach";"docieplenie budynku mieszkalwielorodz.i dobudowa tarasu";"przebudowa";"2009-06-17";"21180/09";"1745/09";"2009-09-10";2009;6;"2009-06-01";62;NA;NA;17,007347;51,05873
"2112";2112;"";"2009-09-10";"Krakowska 25";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu mieszkal.";"przebudowa";"2009-08-04";"27356/09";"1746/09";"2009-09-10";2009;8;"2009-08-01";28;NA;NA;17,059765;51,093264
"2113";2113;"";"2009-09-10";"Zaka Eugeniusza 6";"bud.mieszkalne jednorodzinne";"budowa przy≥.wodociag.dla budynku";"przy≥πcze";"2009-08-27";"30300/09";"1747/09";"2009-09-10";2009;8;"2009-08-01";11;NA;NA;17,1128326;51,1000714
"2114";2114;"";"2009-09-10";"KosynierÛw GdyÒskich 13";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa poddasza na cele mieszkaniowe w budynku mieszkalnym ";"przebudowa";"2009-06-29";"22648/09";"1748/09";"2009-09-10";2009;6;"2009-06-01";54;NA;NA;17,0926899;51,1108629
"2115";2115;"";"2009-09-10";"Smoluchowskiego Mariana 28";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa wewnÍtrznej instalacji gazowej w mieszkaniu";"inst.wewnÍtrzna";"2009-07-13";"24324/09";"1749/09";"2009-09-10";2009;7;"2009-07-01";44;NA;NA;17,0628648;51,1088596
"2116";2116;"";"2009-09-10";"PoúwiÍcka 8";"bud.przemys≥owe";"przy≥πcza gazu úr/c dla budynku portierni z czÍúciπ przeznaczonπ ";"przy≥πcze";"2009-07-24";"25964/09";"1750/09";"2009-09-10";2009;7;"2009-07-01";35;NA;NA;17,0338889;51,156769
"2117";2117;"";"2009-09-11";"Krzywickiego Ludwika 4-6";"bud.o trzech i wiÍcej mieszkaniach";"zespÛÛ≥ budynkÛw wielorodzinnych";"nowe";"2009-03-20";"9789/09";"175/09";"2009-09-11";2009;3;"2009-03-01";126;NA;NA;17,0739568;51,1247702
"2118";2118;"";"2009-09-11";"Skierniewicka 9";"bud.handlowo-uslugowe";"umarzam jako bezprzedmiotowe-rozbudowa pawilonu ";"rozbudowa";"2008-05-21";"20212/08";"268/09";"2009-09-11";2008;5;"2008-05-01";343;NA;NA;17,0173841;51,0768817
"2119";2119;"";"2009-09-11";"Piastowska 27 A";"bud.o trzech i wiÍcej mieszkaniach";"umorzenie post.";"przebudowa";"2009-07-16";"25005/09";"269/09";"2009-09-11";2009;7;"2009-07-01";42;NA;NA;17,0614199;51,1146059
"2120";2120;"";"2009-09-11";"Lipska 7";"bud.o trzech i wiÍcej mieszkaniach";"umarzam postÍpowanie administracyjne-przebudowa poddasza ";"przebudowa";"2008-08-18";"31693/08";"270/09";"2009-09-11";2008;8;"2008-08-01";280;NA;NA;16,9881442;51,1457964
"2121";2121;"";"2009-09-11";"Malczewskiego Jacka 151";"bud.o trzech i wiÍcej mieszkaniach";"budowa wewnÍtrznej instalacji gazowej w lokalu mieszkalnym ";"inst.wewnÍtrzna";"2009-07-17";"25074/09";"1751/09";"2009-09-11";2009;7;"2009-07-01";41;NA;NA;17,0978163;51,0981694
"2122";2122;"";"2009-09-11";"Antoniego åw. 30";"bud.kultu religijnego i czynnoúci religijnych";"budowa wew.instal.gaz.w budynku koscio≥a";"inst.wewnÍtrzna";"2009-08-04";"27310/09";"1752/09";"2009-09-11";2009;8;"2009-08-01";29;NA;NA;17,0243735;51,1093464
"2123";2123;"";"2009-09-11";"Pomorska 2";"bud.biurowe";"iluminacja budynku archiwum";" ˇˇ";"2009-08-04";"27396/09";"1753/09";"2009-09-11";2009;8;"2009-08-01";29;NA;NA;17,0310675;51,1162816
"2124";2124;"";"2009-09-11";"Kazimierza Wielkiego 45";"bud.biurowe";"remont wiÍøby dachowej";"remont";"2009-07-29";"26643/09";"1754/09";"2009-09-11";2009;7;"2009-07-01";33;NA;NA;17,0306609;51,1074376
"2125";2125;"";"2009-09-11";"Nyska 70";"linie elektroener.i telekom.rozdzielcz.";"budowa elektroenergetycz.linii ú/n";"nowe";"2009-08-07";"27862/09";"1755/09";"2009-09-11";2009;8;"2009-08-01";26;NA;NA;17,0537579;51,0839489
"2126";2126;"";"2009-09-11";"PomaraÒczowa";"bud.o trzech i wiÍcej mieszkaniach";"zespÛ≥ zabudowy mieszkaniowej wielorodzinnej";"nowe";"2009-07-09";"24093/09";"1756/09";"2009-09-11";2009;7;"2009-07-01";47;NA;NA;16,8926957;51,1566412
"2127";2127;"";"2009-09-11";"Przyjaüni 2A,2B";"linie elektroener.i telekom.rozdzielcz.";"linie kablowe";"nowe";"2009-07-17";"25144/09";"1757/09";"2009-09-11";2009;7;"2009-07-01";41;NA;NA;17,003245;51,068061
"2128";2128;"";"2009-09-11";"Zalesie";"linie elektroener.i telekom.rozdzielcz.";"oúwietlenie sektora parku szczytnickiego";"nowe";"2009-07-23";"25825/09";"1758/09";"2009-09-11";2009;7;"2009-07-01";37;NA;NA;17,0833748;51,1177084
"2129";2129;"";"2009-09-11";"Zegad≥owicza Emila 25";"bud.o trzech i wiÍcej mieszkaniach";"montaø pieca gazowego";"inst.wewnÍtrzna";"2009-07-10";"24302/09";"1759/09";"2009-09-11";2009;7;"2009-07-01";46;NA;NA;17,0329549;51,1279477
"2130";2130;"";"2009-09-11";"Hallera JÛzefa Gen. Aleja 152";"bud.o trzech i wiÍcej mieszkaniach";"wew.instalacja gazu";"inst.wewnÍtrzna";"2009-08-21";"29488/09";"1760/09";"2009-09-11";2009;8;"2009-08-01";16;NA;NA;16,9868396;51,09108
"2131";2131;"";"2009-09-11";"Strzegomska 3B/3C";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu us≥ugowego";"przebudowa";"2009-07-10";"24312/09";"1761/09";"2009-09-11";2009;7;"2009-07-01";46;NA;NA;17,0012992;51,1133293
"2132";2132;"";"2009-09-11";"Opolska 117";"bud.o trzech i wiÍcej mieszkaniach";"remont elewacji i balkonÛw budynku mieszkalnego";"przebudowa";"2009-08-24";"29829/09";"1762/09";"2009-09-11";2009;8;"2009-08-01";15;NA;NA;17,088536;51,0731245
"2133";2133;"";"2009-09-11";"Szkocka 35";"linie telekomunikacyjne ";"stacja bazowa telefonii komÛrkowej sieci plus w wieøy koúcio≥a";"nowe";"2008-09-18";"36115/08";"1763/09";"2009-09-11";2008;9;"2008-09-01";257;NA;NA;16,961726;51,1093787
"2134";2134;"";"2009-09-11";"Jednoúci Narodowej 109";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazowej i co w lokalu mieszkalnym";"inst.wewnÍtrzna";"2009-08-26";"30200/09";"1764/09";"2009-09-11";2009;8;"2009-08-01";13;NA;NA;17,0446753;51,1232195
"2135";2135;"";"2009-09-11";"Drzewieckiego Stefana 36A";"bud.handlowo-uslugowe";"przebudowa lokalu us≥ugowego";"przebudowa";"2009-09-07";"31486/09";"1765/09";"2009-09-11";2009;9;"2009-09-01";5;NA;NA;16,9692874;51,1248607
"2136";2136;"";"2009-09-11";"Sieradzka 5";"bud.szkÛ≥ i instytucji badawczych";"rozbudowa budynku biblioteki";"rozbudowa";"2009-07-07";"23660/09";"1766/09";"2009-09-11";2009;7;"2009-07-01";49;NA;NA;17,0313678;51,093213
"2137";2137;"";"2009-09-14";"Che≥moÒskiego JÛzefa 38 A";"bud.mieszkalne jednorodzinne";"budowa zjazdÛw oraz dojscie do posesji";"nowe";"2009-07-14";"24519/09";"176/09";"2009-09-14";2009;7;"2009-07-01";45;NA;NA;17,0939208;51,0992625
"2138";2138;"";"2009-09-14";"Wincentego Kad≥ubka B≥ogos 20";"bud.mieszkalne jednorodzinne";"nadbudowa budynku mieszkal.jednorodz.";"rozbudowa";"2009-07-17";"25191/09";"1767/09";"2009-09-14";2009;7;"2009-07-01";42;NA;NA;16,96694;51,0728752
"2139";2139;"";"2009-09-14";"Hallera JÛzefa Gen. Aleja 81";"zbiorniki,silosy i bud.magazynowe";"posadowieniu zbiornika naziemnego azotu wraz z instalacjami do budyn";"nowe";"2009-08-21";"29566/09";"1768/09";"2009-09-14";2009;8;"2009-08-01";17;NA;NA;16,9972779;51,0901887
"2140";2140;"";"2009-09-14";"D≥ugosza Jana 48";"linie elektroener.i telekom.rozdzielcz.";"stacja trafo";"nowe";"2009-08-13";"28625/09";"1769/09";"2009-09-14";2009;8;"2009-08-01";23;NA;NA;17,0643798;51,1346552
"2141";2141;"";"2009-09-14";"Beskidzka 14 A";"bud.mieszkalne jednorodzinne";"budynek jednorodzinny";"nowe";"2009-07-27";"26243/09";"1770/09";"2009-09-14";2009;7;"2009-07-01";36;NA;NA;16,8606709;51,130478
"2142";2142;"";"2009-09-14";"Legnicka 64";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu w lokalu mieszkalnym budynku ";"inst.wewnÍtrzna";"2009-07-28";"26389/09";"1771/09";"2009-09-14";2009;7;"2009-07-01";35;NA;NA;16,98847;51,123106
"2143";2143;"";"2009-09-14";"Chlebowa 3";"ulice i drogi pozosta≥e";"budowa zjazdu z drogi publicznej";"przebudowa";"2009-08-27";"30261/09";"1772/09";"2009-09-14";2009;8;"2009-08-01";13;NA;NA;17,0313968;51,0660139
"2144";2144;"";"2009-09-14";"Trzebnicka 16";"bud.o trzech i wiÍcej mieszkaniach";"remont elewacji budynku wielorodzinnego";"przebudowa";"2009-08-28";"30431/09";"1773/09";"2009-09-14";2009;8;"2009-08-01";12;NA;NA;17,035954;51,1219849
"2145";2145;"";"2009-09-14";"Przedwioúnie 15";"bud.mieszkalne jednorodzinne";"rozbudowa budynku jednorodzinnego";"rozbudowa";"2009-07-29";"26605/09";"1774/09";"2009-09-14";2009;7;"2009-07-01";34;NA;NA;17,109892;51,1646409
"2146";2146;"";"2009-09-14";"Bystrzycka 93";"bud.handlowo-uslugowe";"pawilonu handlowego wraz z miejscami parkingowymi i zjazd";"nowe";"2009-08-14";"28699/09";"1775/09";"2009-09-14";2009;8;"2009-08-01";22;NA;NA;16,961211;51,1229899
"2147";2147;"";"2009-09-14";"Zajπczkowska 29";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkal.jednorodz.";"nowe";"2009-08-19";"29296/09";"1776/09";"2009-09-14";2009;8;"2009-08-01";19;NA;NA;16,978379;51,193525
"2148";2148;"";"2009-09-15";"åwieøa 21B";"bud.garaøy";"umarzam jako bezprzedmiotowe-dobudowa garaøu";"nowe";"2009-08-17";"28828/09";"272/09";"2009-09-15";2009;8;"2009-08-01";22;NA;NA;16,900413;51,157233
"2149";2149;"";"2009-09-15";"åwieøa 21A";"bud.garaøy";"umarzam jako bezprzedmiotowe";"nowe";"2009-08-17";"28827/09";"273/09";"2009-09-15";2009;8;"2009-08-01";22;NA;NA;16,900291;51,1572589
"2150";2150;"";"2009-09-15";"Stwosza Wita 15";"bud.biurowe";"remont pokrycia dachowego w budy.mieszkal.biur.";"remont";"2009-08-07";"27895/09";"1777/09";"2009-09-15";2009;8;"2009-08-01";28;NA;NA;17,0365905;51,109657
"2151";2151;"";"2009-09-15";"Henryka Probusa 11";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2009-07-14";"24624/09";"1778/09";"2009-09-15";2009;7;"2009-07-01";46;NA;NA;17,0368699;51,1192548
"2152";2152;"";"2009-09-15";"Karmelkowa 92";"bud.o trzech i wiÍcej mieszkaniach";"wew.instalacja gazu";"inst.wewnÍtrzna";"2009-09-01";"30805/09";"1779/09";"2009-09-15";2009;9;"2009-09-01";11;NA;NA;16,976426;51,064814
"2153";2153;"";"2009-09-15";"Grunwaldzki Plac 23";"bud.biurowe";"przebudowa lokalu biurowego";"przebudowa";"2009-08-10";"28132/09";"1780/09";"2009-09-15";2009;8;"2009-08-01";27;NA;NA;17,0625485;51,1122954
"2154";2154;"";"2009-09-15";"Traugutta Romualda Gen.";"linie elektroener.i telekom.rozdzielcz.";"rurociπg kablowy";"nowe";"2009-08-06";"27602/09";"1781/09";"2009-09-15";2009;8;"2009-08-01";29;NA;NA;17,0505479;51,1029964
"2155";2155;"";"2009-09-15";"WiÍzienna 16";"bud.o trzech i wiÍcej mieszkaniach";"budowa wew.instal.gaz.w budynku";"inst.wewnÍtrzna";"2009-08-19";"29274/09";"1782/09";"2009-09-15";2009;8;"2009-08-01";20;NA;NA;17,0326038;51,1135212
"2156";2156;"";"2009-09-15";"SowiÒskiego JÛzefa Gen. 6";"bud.o trzech i wiÍcej mieszkaniach";"wew.instalacja gazu w mieszkaniu";"inst.wewnÍtrzna";"2009-07-27";"26350/09";"1783/09";"2009-09-15";2009;7;"2009-07-01";37;NA;NA;17,1029393;51,1131149
"2157";2157;"";"2009-09-15";"Barycka 5";"bud.o trzech i wiÍcej mieszkaniach";"remont elewacji budynku";"przebudowa";"2009-08-25";"29999/09";"1784/09";"2009-09-15";2009;8;"2009-08-01";16;NA;NA;17,047133;51,120183
"2158";2158;"";"2009-09-15";"Rydygiera Ludwika 2A";"bud.o trzech i wiÍcej mieszkaniach";"budowa budynku mieszkal.wielorodz.z uslugami";"nowe";"2009-07-08";"23905/09";"1785/09";"2009-09-15";2009;7;"2009-07-01";50;NA;NA;17,0343938;51,1178545
"2159";2159;"";"2009-09-15";"Orzeszkowej Elizy 35";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa wenÍtrznej instalacji gazowej w mieszkaniu w budynku ";"inst.wewnÍtrzna";"2009-08-12";"28364/09";"1786/09";"2009-09-15";2009;8;"2009-08-01";25;NA;NA;17,0508993;51,1241943
"2160";2160;"";"2009-09-15";"Orzeszkowej Elizy 30";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa wewnÍtrznej instalacji gazowej w lokalu ";"inst.wewnÍtrzna";"2009-08-31";"30798/09";"1787/09";"2009-09-15";2009;8;"2009-08-01";12;NA;NA;17,0503598;51,124681
"2161";2161;"";"2009-09-15";"Jednoúci Narodowej 68";"bud.o trzech i wiÍcej mieszkaniach";"przy≥πcza cieplnego dla budynku";"przy≥πcze";"2009-08-21";"29568/09";"1788/09";"2009-09-15";2009;8;"2009-08-01";18;NA;NA;17,0388129;51,1196
"2162";2162;"";"2009-09-15";"Pio≥unowa";"ulice i drogi pozosta≥e";"budowa zjazdu z drogi";"nowe";"2009-08-28";"30447/09";"1789/09";"2009-09-15";2009;8;"2009-08-01";13;NA;NA;16,8804018;51,1282747
"2163";2163;"";"2009-09-15";"Podwale 27";"bud.biurowe";"przy≥πcze wodociagowe";"przy≥πcze";"2009-09-02";"30972/09";"1790/09";"2009-09-15";2009;9;"2009-09-01";10;NA;NA;17,02234;51,1073169
"2164";2164;"";"2009-09-15";"Rymarska";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej nn w celu zasilnia bud.mieszkal.";"nowe";"2009-08-14";"28797/09";"1791/09";"2009-09-15";2009;8;"2009-08-01";23;NA;NA;16,9929591;51,0813384
"2165";2165;"";"2009-09-15";"B≥otna";"bud.mieszkalne jednorodzinne";"budynek jednorodzinny";"nowe";"2009-07-14";"24664/09";"1792/09";"2009-09-15";2009;7;"2009-07-01";46;NA;NA;17,1632746;51,0998921
"2166";2166;"";"2009-09-15";"Pocztowa 17";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu w domu dziecka";"przebudowa";"2009-08-12";"28404/09";"1793/09";"2009-09-15";2009;8;"2009-08-01";25;NA;NA;17,0147109;51,086335
"2167";2167;"";"2009-09-15";"Trawowa";"linie elektroener.i telekom.rozdzielcz.";"stacji transformatorowej,linii kablowych sn,linii ";"nowe";"2009-08-03";"27117/09";"1794/09";"2009-09-15";2009;8;"2009-08-01";32;NA;NA;16,9517193;51,1000953
"2168";2168;"";"2009-09-15";"Kuünicza 46";"linie elektroener.i telekom.rozdzielcz.";"przebudowa siei  sn";"nowe";"2009-08-06";"27600/09";"1795/09";"2009-09-15";2009;8;"2009-08-01";29;NA;NA;17,0344227;51,1127366
"2169";2169;"";"2009-09-15";"Inøynierska";"linie elektroener.i telekom.rozdzielcz.";"stacji transformatorowych wbudowanych ";"nowe";"2009-08-13";"28654/09";"1796/09";"2009-09-15";2009;8;"2009-08-01";24;NA;NA;16,9887402;51,0950882
"2170";2170;"";"2009-09-15";"Gazowa 22";"bud.zbiorowego zamieszkania";"remont i przebudowa lokalu nr 7 na potrzeby mops";"przebudowa";"2009-08-06";"27625/09";"1797/09";"2009-09-15";2009;8;"2009-08-01";29;NA;NA;17,0646646;51,0781211
"2171";2171;"";"2009-09-15";"Moúcickiego Ignacego 42";"bud.o trzech i wiÍcej mieszkaniach";"montaø wew.instal.gaz.i c.o. w lokalu mieszkal.";"inst.wewnÍtrzna";"2009-08-27";"30367/09";"1798/09";"2009-09-15";2009;8;"2009-08-01";14;NA;NA;17,084095;51,0626459
"2172";2172;"";"2009-09-15";"Krzycka 62";"bud.mieszkalne jednorodzinne";"przebudowa budynku mieszkal.jednorodz.w zabudowie bliüniaczej";"przebudowa";"2009-07-01";"23073/09";"1799/09";"2009-09-15";2009;7;"2009-07-01";55;NA;NA;16,9963759;51,0693239
"2173";2173;"";"2009-09-16";"Jaracza Stefana 9";"bud.o trzech i wiÍcej mieszkaniach";"remont mieszkania";"przebudowa";"2009-07-29";"26672/09";"177/09";"2009-09-16";2009;7;"2009-07-01";36;NA;NA;17,0548076;51,1219536
"2174";2174;"";"2009-09-16";"Opolska";"bud.o trzech i wiÍcej mieszkaniach";"budowa budynku mieszkal.wielorodz.";"nowe";"2009-03-18";"9332/09";"178/09";"2009-09-16";2009;3;"2009-03-01";131;NA;NA;17,089993;51,0720606
"2175";2175;"";"2009-09-16";"Doøynkowa";"linie elektroener.i telekom.rozdzielcz.";"umorzenie post.";"nowe";"2009-07-27";"26280/09";"274/09";"2009-09-16";2009;7;"2009-07-01";38;NA;NA;16,9833334;51,0700216
"2176";2176;"";"2009-09-16";"Fabryczna 29-31";"bud.szkÛ≥ i instytucji badawczych";"przebudowa istniej.szybu düwigowego";"urzπdzenie";"2009-08-25";"29858/09";"1800/09";"2009-09-16";2009;8;"2009-08-01";17;NA;NA;16,9809039;51,1127503
"2177";2177;"";"2009-09-16";"Szwedzka 46";"bud.mieszkalne jednorodzinne";"rozbudowa budynku jednorodzinnego";"rozbudowa";"2009-09-08";"31633/09";"1801/09";"2009-09-16";2009;9;"2009-09-01";7;NA;NA;16,96314;51,107276
"2178";2178;"";"2009-09-16";"Hallera JÛzefa Gen. Aleja 52";"bud.handlowo-uslugowe";"przebudowa sklepu na restauracjÍ kfc w centrum handlowym ";"przebudowa";"2009-08-31";"30794/09";"1802/09";"2009-09-16";2009;8;"2009-08-01";13;NA;NA;16,9990936;51,0883421
"2179";2179;"";"2009-09-16";"Krakowska 180";"bud.biurowe";"przebudowa i rozbudowa instalacji gazu dla kot≥a wodnego ";"przebudowa";"2009-07-29";"26576/09";"1803/09";"2009-09-16";2009;7;"2009-07-01";36;NA;NA;17,077469;51,0822859
"2180";2180;"";"2009-09-16";"Inøynierska 54";"bud.szkÛ≥ i instytucji badawczych";"remont z dociepleniem úcian i dachow w bloku sportowym budynku ";"przebudowa";"2009-09-03";"31178/09";"1804/09";"2009-09-16";2009;9;"2009-09-01";10;NA;NA;16,9860356;51,0942237
"2181";2181;"";"2009-09-16";"Gdacjusza Adama 46 A";"bud.mieszkalne jednorodzinne";"budwa przy≥.gazu dla potrzeb budynku mieszkal.";"przy≥πcze";"2009-08-05";"27451/09";"1805/09";"2009-09-16";2009;8;"2009-08-01";31;NA;NA;16,9251311;51,1174638
"2182";2182;"";"2009-09-16";"Meliorancka";"linie elektroener.i telekom.rozdzielcz.";"linia kablowa";"przebudowa";"2009-07-30";"26819/09";"1806/09";"2009-09-16";2009;7;"2009-07-01";35;NA;NA;17,0107884;51,1682097
"2183";2183;"";"2009-09-16";"Tomaszowska 3,5";"bud.o trzech i wiÍcej mieszkaniach";"wymiana okien i docieplenie budynku wielorodzinnego";"przebudowa";"2009-09-10";"32019/09";"1807/09";"2009-09-16";2009;9;"2009-09-01";5;NA;NA;17,038573;51,0905149
"2184";2184;"";"2009-09-16";"Litewska 34";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu mieszkal.";"przebudowa";"2009-07-14";"24622/09";"1808/09";"2009-09-16";2009;7;"2009-07-01";47;NA;NA;17,133406;51,1431959
"2185";2185;"";"2009-09-17";"Kutrzeby Tadeusza Gen. 66";"bud.mieszkalne jednorodzinne";"umorzenie postepowania-budynek jednorodzinny";"nowe";"2009-08-05";"27587/09";"275/09";"2009-09-17";2009;8;"2009-08-01";32;NA;NA;17,0186192;51,0511718
"2186";2186;"";"2009-09-17";"Zatorska";"ulice i drogi pozosta≥e";"umorzenie post.";"przebudowa";"2009-08-13";"28590/09";"276/09";"2009-09-17";2009;8;"2009-08-01";26;NA;NA;17,1347609;51,160213
"2187";2187;"";"2009-09-17";"Nowodworska";"ulice i drogi pozosta≥e";"wykonanie oúwietlenia przejscia dla pieszych";"przebudowa";"2009-09-01";"30848/09";"1809/09";"2009-09-17";2009;9;"2009-09-01";13;NA;NA;16,9585019;51,1153197
"2188";2188;"";"2009-09-17";"Moúcickiego Ignacego 44";"bud.o trzech i wiÍcej mieszkaniach";"montaø wew.instal.gaz. w lokalu mieszkal.";"inst.wewnÍtrzna";"2009-08-03";"27195/09";"1810/09";"2009-09-17";2009;8;"2009-08-01";34;NA;NA;17,0851965;51,0620506
"2189";2189;"";"2009-09-17";"Berenta Wac≥awa 64";"bud.o trzech i wiÍcej mieszkaniach";"wew.instalacja gazu";"inst.wewnÍtrzna";"2009-09-04";"31337/09";"1811/09";"2009-09-17";2009;9;"2009-09-01";10;NA;NA;17,0595306;51,1379524
"2190";2190;"";"2009-09-17";"Mennicza 10/11";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu i co dla lokalu mieszkalnego";"inst.wewnÍtrzna";"2009-08-26";"30164/09";"1812/09";"2009-09-17";2009;8;"2009-08-01";17;NA;NA;17,034122;51,1060991
"2191";2191;"";"2009-09-17";"KorzeÒska 15";"bud.mieszkalne jednorodzinne";"przy≥πcze gazowe";"przy≥πcze";"2009-09-01";"30821/09";"1813/09";"2009-09-17";2009;9;"2009-09-01";13;NA;NA;17,0401;51,1516729
"2192";2192;"";"2009-09-17";"Tomaszowska 14";"bud.o trzech i wiÍcej mieszkaniach";"remont balkonÛw i docieplenie budynku";"przebudowa";"2009-09-10";"32015/09";"1814/09";"2009-09-17";2009;9;"2009-09-01";6;NA;NA;17,0391526;51,0897667
"2193";2193;"";"2009-09-17";"BÍdziÒska";"bud.mieszkalne jednorodzinne";"przy≥πcza gazowego niskiego ciúnienia dla budynku";"przy≥πcze";"2009-09-01";"30822/09";"1815/09";"2009-09-17";2009;9;"2009-09-01";13;NA;NA;17,0344741;51,0667944
"2194";2194;"";"2009-09-17";"ZawierciaÒska 4";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2009-08-03";"27141/09";"1816/09";"2009-09-17";2009;8;"2009-08-01";34;NA;NA;17,0851439;51,0801615
